Funding;Funding_Submitted;Funding_SuccessRate;FundingInstrumentGaLevel1;FundingInstrumentReporting;Grants;Grants_Submitted;Grants_SuccessRate;MainDisciplineLevel1;MainDisciplineLevel2;Year
478090.000000;1897126.000000;0.252000;Programmes;r4d (Swiss Programme for Research on Global Issues for Development);1;4;0.250000;Biology and Medicine;Basic Biological Research;2016
1480352.000000;7865095.000000;0.188200;Careers;Ambizione;2;11;0.181800;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2020
1469812.000000;1953690.000000;0.752300;Careers;SNSF Professorships;1;1;1.000000;Biology and Medicine;Social Medicine;2007
21000.000000;100710.000000;0.208500;Science communication;Scientific Conferences;3;4;0.750000;Biology and Medicine;Basic Medical Sciences;2014
253562.000000;1589059.000000;0.159600;Careers;Marie Heim-Voegtlin grants;2;9;0.222200;Humanities and Social Sciences;Psychology, educational studies;2013
2124238.000000;12540664.000000;0.169400;Careers;SNSF Professorships;2;9;0.222200;Humanities and Social Sciences;Psychology, educational studies;2007
5885624.000000;14968790.000000;0.393200;Careers;Ambizione;8;19;0.421100;Mathematics, Natural- and Engineering Sciences;Chemistry;2018
900000.000000;900000.000000;1.000000;Careers;MD-PhD fellowships;5;5;1.000000;Biology and Medicine;Basic Medical Sciences;2016
582594.000000;1060118.000000;0.549600;Science communication;Agora;3;6;0.500000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2015
0.000000;9913489.000000;0.000000;Programmes;Bridge - Discovery;0;9;0.000000;Biology and Medicine;Basic Biological Research;2020
17963966.000000;44224858.000000;0.406200;Project funding;Project funding (Div. I-III);59;122;0.483600;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2013
262293.000000;606750.000000;0.432300;Careers;Fellowships;4;5;0.800000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2009
5139607.270000;16394871.430000;0.313500;Programmes;Sinergia;2;6;0.092300;Biology and Medicine;Experimental Medicine;2017
10700.000000;24400.000000;0.438500;Careers;International short research visits;1;2;0.500000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2013
0.000000;39458.000000;0.000000;Science communication;International Exploratory Workshops;0;3;0.000000;Biology and Medicine;Basic Medical Sciences;2006
2935327.000000;8332471.000000;0.352300;Careers;Fellowships;46;91;0.505500;Biology and Medicine;Basic Medical Sciences;2011
20000.000000;40000.000000;0.500000;Science communication;Scientific Conferences;1;1;1.000000;Biology and Medicine;Social Medicine;2013
0.000000;1426295.000000;0.000000;Programmes;NRP 64 Opportunities and Risks of Nanomaterials;0;4;0.000000;Biology and Medicine;General Biology;2010
350000.000000;350000.000000;1.000000;Programmes;NRP 46 Implants and Transplants;1;1;1.000000;Biology and Medicine;Basic Biological Research;2006
1898254.000000;1997764.000000;0.950200;Infrastructure;Editionen;3;3;1.000000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2020
0.000000;2990197.000000;0.000000;Programmes;Sinergia;0;2;0.000000;Humanities and Social Sciences;Linguistics and literature, philosophy;2012
1107813.330000;11780954.930000;0.094000;Programmes;Sinergia;1;5;0.027600;Humanities and Social Sciences;Economics, law;2017
1378270.000000;3883629.000000;0.354900;Careers;Doc.CH (until 2020);7;18;0.388900;Humanities and Social Sciences;Ethnology, social and human geography;2018
120826.000000;826751.000000;0.146100;Careers;Marie Heim-Voegtlin grants;1;4;0.250000;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2007
36724652.000000;75433082.000000;0.486900;Project funding;Project funding (Div. I-III);99;154;0.642900;Biology and Medicine;Basic Biological Research;2005
0.000000;3481287.000000;0.000000;Programmes;Research partnership North/South;0;10;0.000000;Biology and Medicine;General Biology;2008
0.000000;306194.000000;0.000000;Science communication;Agora;0;3;0.000000;Humanities and Social Sciences;Economics, law;2013
16850.000000;16850.000000;1.000000;Science communication;International Exploratory Workshops;2;2;1.000000;Humanities and Social Sciences;Ethnology, social and human geography;2014
587500.000000;1940210.000000;0.302800;Infrastructure;R'EQUIP;2;3;0.666700;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2013
229930.000000;1025855.000000;0.224100;Careers;Marie Heim-Voegtlin grants;1;6;0.166700;Humanities and Social Sciences;Economics, law;2014
39716963.000000;74505125.000000;0.533100;Project funding;Project funding (Div. I-III);111;149;0.745000;Mathematics, Natural- and Engineering Sciences;Physics;2010
195000.000000;690000.000000;0.282600;Programmes;SCOPES;1;3;0.333300;Biology and Medicine;Social Medicine;2015
598948.000000;2716767.000000;0.220500;Programmes;COST (European Cooperation in Science and Technology);2;9;0.222200;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2019
298904.000000;1006575.000000;0.297000;Infrastructure;R'EQUIP;1;3;0.333300;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2018
1754946.000000;13868439.000000;0.126500;Careers;Eccellenza;1;8;0.125000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2019
1948785.000000;4316878.000000;0.451400;Programmes;NRP 69 Healthy Nutrition and Sustainable Food Production;2;8;0.250000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2016
1773735.000000;11672417.000000;0.152000;Careers;SNSF Professorships;2;8;0.250000;Biology and Medicine;Experimental Medicine;2012
1884426.000000;9351901.000000;0.201500;Careers;Ambizione;2;10;0.200000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2019
2358473.000000;7413299.000000;0.318100;Careers;SNSF Professorships;2;6;0.333300;Mathematics, Natural- and Engineering Sciences;Mathematics;2009
607014.000000;1221611.000000;0.496900;Programmes;Promotion of Young Scientists (PROMYS) Gesuch;1;2;0.500000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2016
135574.000000;210449.000000;0.644200;Science communication;Scientific Conferences;15;15;1.000000;Humanities and Social Sciences;Economics, law;2005
1307398.000000;9196633.000000;0.142200;Programmes;ERA-NET;3;25;0.120000;Biology and Medicine;General Biology;2019
4083379.000000;7775186.000000;0.525200;Programmes;ERA-NET;8;20;0.400000;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2016
3150000.000000;3328923.000000;0.946300;Infrastructure;Research Infrastructure;2;3;0.666700;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2010
141052.000000;163444.000000;0.863000;Science communication;Open Access Article;67;76;0.881600;Biology and Medicine;Clinical Medicine;2020
3062164.000000;15374878.000000;0.199200;Careers;Eccellenza;2;11;0.181800;Humanities and Social Sciences;Economics, law;2018
132000.000000;383675.000000;0.344000;Infrastructure;FORCE / CERN;1;2;0.500000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2009
171979.000000;247239.000000;0.695600;Science communication;Publication grants;19;23;0.826100;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2007
403148.000000;406148.000000;0.992600;Programmes;Bilateral programmes;2;2;1.000000;Humanities and Social Sciences;Linguistics and literature, philosophy;2015
211250.000000;732835.000000;0.288300;Programmes;SCOPES;1;4;0.250000;Humanities and Social Sciences;Psychology, educational studies;2011
0.000000;2603777.000000;0.000000;Programmes;Bridge - Discovery;0;3;0.000000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2018
0.000000;2999479.000000;0.000000;Programmes;r4d (Swiss Programme for Research on Global Issues for Development);0;5;0.000000;Biology and Medicine;Clinical Medicine;2018
0.000000;252709.000000;0.000000;Science communication;Agora;0;2;0.000000;Humanities and Social Sciences;Economics, law;2015
189745.000000;599835.000000;0.316300;Science communication;Agora;1;3;0.333300;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2014
606181.000000;786362.000000;0.770900;Science communication;Publication grants;53;53;1.000000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2012
0.000000;319634.000000;0.000000;Programmes;COST (European Cooperation in Science and Technology);0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2019
19560.000000;19560.000000;1.000000;Science communication;International Exploratory Workshops;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Physics;2012
37550.000000;75923.000000;0.494600;Science communication;Scientific Conferences;4;5;0.800000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2014
2953276.000000;15083569.000000;0.195800;Careers;Ambizione;6;28;0.214300;Mathematics, Natural- and Engineering Sciences;Physics;2014
1153862.000000;4784455.000000;0.241200;Careers;Ambizione;2;8;0.250000;Biology and Medicine;Experimental Medicine;2010
93700.000000;166838.000000;0.561600;Science communication;Scientific Conferences;17;17;1.000000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2011
0.000000;449998.000000;0.000000;Programmes;Research partnership North/South;0;1;0.000000;Biology and Medicine;Basic Biological Research;2008
286148.000000;700818.000000;0.408300;Science communication;Agora;2;3;0.666700;Mathematics, Natural- and Engineering Sciences;Physics;2012
14806841.000000;39638468.000000;0.373500;Programmes;Sinergia;9;25;0.360000;Biology and Medicine;Basic Biological Research;2015
746954.000000;1241665.000000;0.601600;Programmes;NRP 59 Benefits and Risks of the Deliberate Release of Genetically Modified Plants;4;6;0.666700;Humanities and Social Sciences;Economics, law;2007
3631488.000000;16176455.000000;0.224500;Careers;SNSF Professorships;3;11;0.272700;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2014
210000.000000;638705.000000;0.328800;Science communication;Agora;2;6;0.333300;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2012
762779.000000;777183.000000;0.981500;Careers;SNSF Professorships;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2019
346494.000000;1201778.000000;0.288300;Science communication;Agora;2;8;0.250000;Biology and Medicine;General Biology;2012
250000.000000;589625.000000;0.424000;Programmes;NRP 58 Religions, the State and Society;1;2;0.500000;Humanities and Social Sciences;Economics, law;2007
110249.000000;125937.000000;0.875400;Science communication;Open Access Article;36;41;0.878000;Mathematics, Natural- and Engineering Sciences;Chemistry;2019
239278.000000;433978.000000;0.551400;Programmes;COST (European Cooperation in Science and Technology);1;2;0.500000;Humanities and Social Sciences;Ethnology, social and human geography;2019
0.000000;1197690.000000;0.000000;Careers;Practice-to-Science;0;2;0.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2020
6791681.000000;48262394.000000;0.140700;Programmes;Investigator Initiated Clinical Trials (IICT);5;32;0.156300;Biology and Medicine;Clinical Medicine;2017
24265.000000;27740.000000;0.874700;Careers;International short research visits;4;5;0.800000;Biology and Medicine;Basic Biological Research;2010
693569.000000;2215761.000000;0.313000;Project funding;Project funding (special);5;12;0.416700;Humanities and Social Sciences;Ethnology, social and human geography;2018
178071.000000;178071.000000;1.000000;Programmes;NRP 40+ Right-wing Extremism - Causes and Counter-measures;1;1;1.000000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2006
0.000000;192929.000000;0.000000;Programmes;Bridge - Discovery;0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Mathematics;2020
0.000000;455885.000000;0.000000;Science communication;Agora;0;4;0.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2012
0.000000;1406183.000000;0.000000;Careers;Marie Heim-Voegtlin grants;0;7;0.000000;Biology and Medicine;General Biology;2011
7250.000000;7250.000000;1.000000;Careers;International short research visits;1;1;1.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2007
9671.000000;12171.000000;0.794600;Science communication;Open Access Article;4;5;0.800000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2018
16752339.000000;33825733.000000;0.495300;Project funding;Project funding (Div. I-III);35;64;0.546900;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2017
1345844.000000;1778344.000000;0.756800;Infrastructure;FLARE;3;4;0.750000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2016
2066627.000000;8819247.000000;0.234300;Careers;SNSF Professorships;3;8;0.375000;Humanities and Social Sciences;Economics, law;2015
776726.000000;1923378.000000;0.403800;Programmes;ProDoc;2;4;0.500000;Humanities and Social Sciences;Psychology, educational studies;2010
0.000000;170000.000000;0.000000;Programmes;NRP 57 Non-Ionising Radiation - Health and Environment;0;1;0.000000;Humanities and Social Sciences;Psychology, educational studies;2007
0.000000;235350.000000;0.000000;Programmes;Bilateral programmes;0;1;0.000000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2016
5304763.000000;7381137.000000;0.718700;Infrastructure;FLARE;6;7;0.857100;Mathematics, Natural- and Engineering Sciences;Physics;2014
8499763.000000;24912231.000000;0.341200;Careers;SNSF Professorships;8;18;0.444400;Biology and Medicine;Experimental Medicine;2013
5905964.000000;18649316.000000;0.316700;Project funding;Project funding (Div. I-III);9;26;0.346200;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2020
3451688.000000;17053488.000000;0.202400;Programmes;NRP 60 Gender Equality;12;57;0.210500;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2010
233966.000000;847037.000000;0.276200;Programmes;SCOPES;1;4;0.250000;Biology and Medicine;General Biology;2015
849912.000000;849912.000000;1.000000;Programmes;Bridge - Discovery;1;1;1.000000;Biology and Medicine;General Biology;2018
0.000000;387694.000000;0.000000;Programmes;Bridge - Proof of Concept;0;3;0.000000;Mathematics, Natural- and Engineering Sciences;Chemistry;2018
2833494.000000;5206854.000000;0.544200;Careers;Fellowships;38;66;0.575800;Mathematics, Natural- and Engineering Sciences;Chemistry;2015
3856274.000000;7727260.000000;0.499000;Careers;Fellowships;65;127;0.511800;Humanities and Social Sciences;Economics, law;2013
2525224.000000;8251051.000000;0.306000;Project funding;Project funding (Div. I-III);10;27;0.370400;Humanities and Social Sciences;Ethnology, social and human geography;2008
4225212.000000;20301106.000000;0.208100;Careers;SNSF Professorships;4;18;0.222200;Humanities and Social Sciences;Economics, law;2013
41800.000000;55800.000000;0.749100;Science communication;Scientific Exchanges;5;6;0.833300;Biology and Medicine;Experimental Medicine;2017
2166583.000000;4239468.000000;0.511100;Programmes;ProDoc;7;11;0.636400;Humanities and Social Sciences;Linguistics and literature, philosophy;2011
560000.000000;879809.000000;0.636500;Programmes;COST (European Cooperation in Science and Technology);2;3;0.666700;Biology and Medicine;Basic Medical Sciences;2019
213952.000000;227567.000000;0.940200;Careers;Marie Heim-Voegtlin grants;2;2;1.000000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2007
0.000000;6747754.000000;0.000000;Careers;PRIMA;0;6;0.000000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2018
393312.000000;416697.000000;0.943900;Science communication;Scientific Exchanges;36;37;0.973000;Humanities and Social Sciences;Economics, law;2018
0.000000;1688496.000000;0.000000;Careers;EURYI (European Young Investigators);0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2006
147126.000000;912620.000000;0.161200;Programmes;SCOPES;1;5;0.200000;Humanities and Social Sciences;Psychology, educational studies;2014
3050090.000000;9281264.000000;0.328600;Careers;SNSF Professorships;2;6;0.333300;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2018
249107.000000;2166543.000000;0.115000;Programmes;Bilateral programmes;1;9;0.111100;Biology and Medicine;Experimental Medicine;2015
0.000000;13670.000000;0.000000;Science communication;International Exploratory Workshops;0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Chemistry;2009
269290.000000;532096.000000;0.506100;Careers;Marie Heim-Voegtlin grants;1;2;0.500000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2014
153820.000000;2621773.000000;0.058700;Careers;SNSF Professorships;1;3;0.333300;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2006
2035921.000000;6785853.000000;0.300000;Project funding;DORE project funding;14;34;0.411800;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2006
0.000000;431416.000000;0.000000;Programmes;Bilateral programmes;0;2;0.000000;Humanities and Social Sciences;Economics, law;2018
2279650.000000;8763395.000000;0.260100;Infrastructure;R'EQUIP;8;23;0.347800;Mathematics, Natural- and Engineering Sciences;Physics;2019
0.000000;7908407.000000;0.000000;Careers;Eccellenza;0;5;0.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2018
0.000000;1220014.000000;0.000000;Programmes;Horizon Europe Transitional Measures;0;1;0.000000;Humanities and Social Sciences;Economics, law;2015
3386202.000000;12979048.000000;0.260900;Programmes;NRP 67 End of Life;12;40;0.300000;Biology and Medicine;Clinical Medicine;2012
5492390.000000;6361765.000000;0.863300;Programmes;NRP 59 Benefits and Risks of the Deliberate Release of Genetically Modified Plants;16;17;0.941200;Biology and Medicine;General Biology;2007
1985686.000000;5311053.000000;0.373900;Project funding;Spark;21;57;0.368400;Biology and Medicine;Clinical Medicine;2019
195930.000000;395930.000000;0.494900;Science communication;Agora;1;2;0.500000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2016
0.000000;1381828.000000;0.000000;Programmes;SCOPES;0;7;0.000000;Humanities and Social Sciences;Linguistics and literature, philosophy;2014
25335326.000000;41591419.000000;0.609100;Project funding;Project funding (Div. I-III);37;65;0.569200;Biology and Medicine;General Biology;2018
240000.000000;240000.000000;1.000000;Programmes;NRP 54 Sustainable Development of the Built Environment;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2005
496075.000000;4588985.000000;0.108100;Careers;Doc.CH (until 2020);3;24;0.125000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2016
17000.000000;39484.000000;0.430600;Science communication;Scientific Conferences;3;4;0.750000;Humanities and Social Sciences;Ethnology, social and human geography;2006
18918.000000;18918.000000;1.000000;Science communication;Open Access Article;7;7;1.000000;Biology and Medicine;Basic Medical Sciences;2018
542737.000000;592840.000000;0.915500;Science communication;Open Access Books;28;31;0.903200;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2020
0.000000;678593.000000;0.000000;Programmes;Bilateral programmes;0;3;0.000000;Humanities and Social Sciences;Economics, law;2009
121376.000000;847672.000000;0.143200;Careers;Marie Heim-Voegtlin grants;1;4;0.250000;Biology and Medicine;General Biology;2013
67630.000000;96790.000000;0.698700;Careers;International short research visits;9;13;0.692300;Humanities and Social Sciences;Linguistics and literature, philosophy;2014
1552481.000000;10005161.000000;0.155200;Project funding;Project funding (special);10;55;0.181800;Humanities and Social Sciences;Economics, law;2018
2607933.000000;4666561.000000;0.558900;Careers;Fellowships;29;52;0.557700;Biology and Medicine;Experimental Medicine;2015
34000.000000;104900.000000;0.324100;Science communication;Scientific Conferences;2;5;0.400000;Mathematics, Natural- and Engineering Sciences;Chemistry;2016
760456.000000;1008056.000000;0.754400;Infrastructure;R'EQUIP;4;5;0.800000;Biology and Medicine;Experimental Medicine;2010
11210.000000;22740.000000;0.493000;Science communication;International Exploratory Workshops;1;2;0.500000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2017
24544592.000000;56582760.000000;0.433800;Project funding;Project funding (Div. I-III);74;131;0.564900;Biology and Medicine;Basic Medical Sciences;2005
0.000000;98700000.000000;0.000000;Infrastructure;Roadmap Research Infrastructure;0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Physics;2019
860000.000000;880005.000000;0.977300;Programmes;Cohort Studies Large;1;1;1.000000;Biology and Medicine;Clinical Medicine;2011
238073.000000;2358106.000000;0.101000;Programmes;Bilateral programmes;1;8;0.125000;Humanities and Social Sciences;Economics, law;2016
199998.000000;199998.000000;1.000000;Science communication;Agora;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Chemistry;2017
2645615.000000;9831522.000000;0.269100;Careers;Doc.CH (until 2020);13;48;0.270800;Humanities and Social Sciences;Linguistics and literature, philosophy;2017
10000.000000;10000.000000;1.000000;Science communication;DORE Publications;1;1;1.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2009
0.000000;2853207.000000;0.000000;Programmes;Sinergia;0;1;0.000000;Humanities and Social Sciences;Economics, law;2012
1691999.000000;4229872.000000;0.400000;Careers;Doc.CH (until 2020);10;22;0.454500;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2014
0.000000;484364.000000;0.000000;Careers;Marie Heim-Voegtlin grants;0;2;0.000000;Biology and Medicine;Clinical Medicine;2005
46460.000000;44260.000000;1.049700;Programmes;NRP 60 Gender Equality;1;1;1.000000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2014
18600.000000;18600.000000;1.000000;Science communication;International Exploratory Workshops;1;1;1.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2015
138860.000000;187560.000000;0.740300;Science communication;Scientific Exchanges;13;17;0.764700;Humanities and Social Sciences;Economics, law;2020
199830.000000;1771621.000000;0.112800;Programmes;ERA-NET;1;7;0.142900;Humanities and Social Sciences;Economics, law;2020
2124017.000000;4417966.000000;0.480800;Careers;Ambizione;4;9;0.444400;Humanities and Social Sciences;Psychology, educational studies;2009
4916804.000000;20619227.000000;0.238500;Careers;SNSF Professorships;5;18;0.277800;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2008
208700.000000;441246.000000;0.473000;Careers;Marie Heim-Voegtlin grants;1;2;0.500000;Biology and Medicine;Social Medicine;2016
1999902.000000;1999902.000000;1.000000;Programmes;Horizon Europe Transitional Measures;1;1;1.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2015
0.000000;200802.000000;0.000000;Science communication;Agora;0;1;0.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2014
184344.000000;183012.000000;1.007300;Programmes;ProDoc;1;1;1.000000;Biology and Medicine;Basic Medical Sciences;2012
122015.000000;129515.000000;0.942100;Science communication;OAPEN-CH pilot project;7;7;1.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2015
0.000000;7739203.000000;0.000000;Programmes;Horizon Europe Transitional Measures;0;4;0.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2015
22500.000000;60938.000000;0.369200;Science communication;Scientific Conferences;5;6;0.833300;Biology and Medicine;Clinical Medicine;2011
938798.000000;982798.000000;0.955200;Programmes;Sinergia;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2012
0.000000;6108094.000000;0.000000;Careers;PRIMA;0;6;0.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2019
6400.000000;49000.000000;0.130600;Science communication;International Exploratory Workshops;1;3;0.333300;Mathematics, Natural- and Engineering Sciences;Chemistry;2005
460907.000000;3141851.000000;0.146700;Careers;Ambizione;1;7;0.142900;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2012
896093.000000;9490471.000000;0.094400;Careers;Ambizione;2;18;0.111100;Mathematics, Natural- and Engineering Sciences;Chemistry;2014
1206678.000000;2625147.000000;0.459700;Careers;Doc.CH (until 2020);7;17;0.411800;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2013
0.000000;12500.000000;0.000000;Science communication;International Exploratory Workshops;0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Mathematics;2008
30750.000000;45750.000000;0.672100;Science communication;Scientific Conferences;4;4;1.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2006
4951234.000000;22853675.000000;0.216600;Careers;SNSF Professorships;5;16;0.312500;Mathematics, Natural- and Engineering Sciences;Chemistry;2016
1470664.000000;4154306.000000;0.354000;Programmes;Sinergia;2;3;0.666700;Humanities and Social Sciences;Psychology, educational studies;2013
780308.000000;5526269.000000;0.141200;Careers;Ambizione Energy;1;7;0.142900;Mathematics, Natural- and Engineering Sciences;Chemistry;2017
2429023.000000;15593942.000000;0.155800;Careers;SNSF Professorships;2;12;0.166700;Humanities and Social Sciences;Economics, law;2008
0.000000;811279.000000;0.000000;Careers;Marie Heim-Voegtlin grants;0;4;0.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2013
2133333.330000;9428659.080000;0.226300;Programmes;Sinergia;1;4;0.044700;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2018
19050211.000000;44129912.000000;0.431700;Project funding;Project funding (Div. I-III);120;187;0.641700;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2007
915630.000000;4081104.000000;0.224400;Programmes;SCOPES;5;22;0.227300;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2015
1135088.000000;5197633.000000;0.218400;Careers;SNSF Professorships;1;4;0.250000;Humanities and Social Sciences;Psychology, educational studies;2006
891321.000000;5300225.000000;0.168200;Careers;Fellowships;14;54;0.259300;Humanities and Social Sciences;Ethnology, social and human geography;2017
3968197.000000;7915551.000000;0.501300;Careers;Fellowships;45;88;0.511400;Biology and Medicine;Basic Medical Sciences;2017
599720.000000;8909949.000000;0.067300;Programmes;r4d (Swiss Programme for Research on Global Issues for Development);1;15;0.066700;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2018
9882733.000000;13142643.000000;0.752000;Infrastructure;Research Infrastructure;7;7;1.000000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2011
1896771.000000;3228996.000000;0.587400;Careers;Fellowships;31;46;0.673900;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2005
42908094.000000;92417221.000000;0.464300;Project funding;Project funding (Div. I-III);66;126;0.523800;Biology and Medicine;Experimental Medicine;2019
2618066.000000;6583304.000000;0.397700;Careers;Fellowships;40;71;0.563400;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2011
129908.000000;389908.000000;0.333200;Programmes;Bridge - Proof of Concept;1;3;0.333300;Humanities and Social Sciences;Economics, law;2018
710735.000000;1507620.000000;0.471400;Careers;Fellowships;10;15;0.666700;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2011
15000.000000;25000.000000;0.600000;Science communication;Scientific Conferences;2;2;1.000000;Biology and Medicine;Experimental Medicine;2013
178959.000000;178959.000000;1.000000;Project funding;Project funding (special);1;1;1.000000;Biology and Medicine;Basic Medical Sciences;2017
1658256.000000;3686121.000000;0.449900;Careers;SNSF Professorships;2;3;0.666700;Biology and Medicine;General Biology;2005
0.000000;2152707.000000;0.000000;Programmes;NRP 60 Gender Equality;0;5;0.000000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2010
110000.000000;125000.000000;0.880000;Infrastructure;R'EQUIP;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2015
198267.000000;298267.000000;0.664700;Programmes;r4d (Swiss Programme for Research on Global Issues for Development);2;3;0.666700;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2020
12249561.000000;35415153.000000;0.345900;Project funding;Project funding (Div. I-III);63;122;0.516400;Humanities and Social Sciences;Economics, law;2011
0.000000;4073142.000000;0.000000;Careers;PRIMA;0;3;0.000000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2018
114635.000000;355782.000000;0.322200;Careers;Marie Heim-Voegtlin grants;1;2;0.500000;Humanities and Social Sciences;Economics, law;2010
407066.000000;726526.000000;0.560300;Science communication;Scientific Conferences;54;54;1.000000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2011
20630.000000;42400.000000;0.486600;Careers;International short research visits;3;5;0.600000;Biology and Medicine;Basic Biological Research;2009
943211.000000;2769303.000000;0.340600;Careers;SNSF Professorships;1;3;0.333300;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2007
6324419.000000;16993824.000000;0.372200;Careers;Ambizione;7;20;0.350000;Biology and Medicine;Basic Biological Research;2017
