"","id","submitdate","lastpage","startlanguage","seed","token","startdate","datestamp","ipaddr","refurl","transdisciplinaryExp.rate.","age","academicAge","familiarWithSI.response.","projectReference","projectReferenceNo","contribToSI.rate.","motivation.pheno.","motivation.prob.","motivation.welfare.","benefitForNonAcademy","impulseForNonAcad.soc.","impulseForNonAcad.econ.","impulseForNonAcad.ecol.","impulseForNonAcad.health.","impulseForNonAcad.tech.","impulseForNonAcad.other.","groupsInvolved.res.","groupsInvolved.busi.","groupsInvolved.civsoc.","groupsInvolved.policy.","groupsInvolved.citiz.","groupsInvolved.media.","groupsInvolved.welfare.","natureOfInvolvement.res.","natureOfInvolvement.busi.","natureOfInvolvement.civsoc.","natureOfInvolvement.policy.","natureOfInvolvement.citiz.","natureOfInvolvement.media.","natureOfInvolvement.welfare.","targetGroupsGoals.socneeds.","targetGroupsGoals.socgroups.","targetGroupsGoals.improve.","targetGroupsGoals.empower.","targetGroupsGoals.diversity.","concepts.pub.","concepts.data.","concepts.code.","concepts.infra.","concepts.review.","concepts2","concepts3","impactTargetGroup.pub.","impactTargetGroup.busi.","impactTargetGroup.socgr.","impactTargetGroup.welfare.","impactTargetGroup.civsoc.","impactTargetGroup.policy.","impactTargetGroup.acad.","kindOfChange.pub.","kindOfChange.busi.","kindOfChange.socgr.","kindOfChange.welfare.","kindOfChange.civsoc.","kindOfChange.policy.","kindOfChange.acad.","kindOfChangeOther","adoptByPolicy.rate.","adoptByPolicyHow.SQ001.","adoptByPolicyHow.SQ002.","adoptByPolicyHow.SQ003.","adoptByPolicyHow.other.","Impactstatements.capab.","Impactstatements.emanc.","Impactstatements.understanding.","Impactstatements.mitig.","Impactstatements.unknown.","Impactstatements.unaddressed.","dissChannels.peer.","dissChannels.mono.","dissChannels.conf.","dissChannels.policy.","dissChannels.trad.","dissChannels.prof.","dissChannels.web.","dissChannels.socmed.","dissChannels.platf.","dissChannels.consult.","dissChannels.events.","dissChannels.public.","scalabilityRating.up.","scalabilityRating.out.","scalabilityRating.deep.","interestInSummary","SIthroughSNSF","resultsHighlight","feedback","thankYou"
"258",295,"2021-10-12 16:17:31",9,"en",6537549,"SbEnZazPtXlQxUR","2021-10-12 15:44:52","2021-10-12 16:17:31","2a02:1205:5031:43b0:ec0d:1b0b:287f:87e1","","2","50 to 59","> 15 years","3","Yes",NA,"","10..fully","10..fully","10..fully","to a large extent","No","No","No","Yes","No","","no","only marginally","no","no","no","no","no","","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","false","false","true","false","false","yes","no","no","no","no","No","No","3","3","0..not at all","4","0..not at all","0..not at all","7","changing understanding","changing understanding","","","","","changing understanding","","Not applicable","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","yes","no","yes","no","no","yes","no","no","no","no","no","no","8","Not applicable","Not applicable","yes","","","This specific project was designed to provide a scientific rationale for the preclinical testing of a novel drug produced by a company for human use in the future. Whereas the results were promising (basically providing proof-of-concept) and the company was also interested, the second stage of the project (submitted with commitment from the company) did not receive funding from SNF. 

Whereas we still believe that this specific drug/drug target could bring a clinical benefit for this still poorly treatable disease entity, the small scale of the project and marginal financing led to delay in project completion (publication currently pending) and hindered its translation to societal impact. 
",NA
"259",296,"2021-10-12 16:42:25",9,"en",255223389,"UYxk9ojg7DOP3wl","2021-10-12 16:31:54","2021-10-12 16:42:25","51.154.222.72","","10..highly experienced","40 to 49","11-15 years","0..not at all","Yes",NA,"","10..fully","7","5","to a minor extent","No","No","No","Yes","No","","quite centrally","no","no","no","only marginally","only marginally","only marginally","co-created (collaborative + participated in designing study and/or determining objectives)","","","","consultative (provide information via interviews, online questionnaires, etc.)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","false","false","true","false","false","yes","yes","yes","no","no","No","No","5","7","0..not at all","6","0..not at all","0..not at all","10..to a high degree","changing understanding","changing awareness","","changing understanding","","","changing understanding","","Not applicable","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","9","yes","yes","yes","no","yes","no","yes","yes","no","no","no","yes","7","Not applicable","Not applicable","yes","","","",NA
"260",297,"2021-10-12 18:12:50",9,"en",1054662077,"JAztz7PdeOpfKFx","2021-10-12 17:27:04","2021-10-12 18:12:50","128.179.163.212","","2","50 to 59","> 15 years","3","Yes",NA,"","10..fully","7","7","no","No","No","No","Yes","Yes","","only marginally","no","no","no","no","no","no","co-created (collaborative + participated in designing study and/or determining objectives)","","","","","","","","","","","","yes","yes","no","no","no","No","No","1","3","0..not at all","1","0..not at all","0..not at all","4","","changing awareness","","","","","changing awareness","","0..not at all","N/A","N/A","N/A","","6","Not applicable","Not applicable","3","10..full extent","6","yes","no","yes","no","no","no","no","no","no","no","no","no","","","","yes","","","In the era of Covid-19, the idea of targeting Furin or related proteases has seen a major revival. A key contribution of our project is to provide a genetic basis to define essential functions of this family of proteases during development and now in cancer. Probably the greatest surprise is our finding how Furin regulates the activation of key substrates such as Activin-A in a far more complex multistep cascade involving several additional proteases and Activin-interacting factors that includes novel potentially druggable targets. My reservation about this survey is that it reflects a ""world view"" where societal impact seems to be measured nowadays by the level of media noise (and hype) that is created by individual players, even if such noise is just that: Noise.",NA
"261",298,"2021-10-12 17:54:21",9,"en",1294703954,"BE7pMgM21HY9yHA","2021-10-12 17:41:12","2021-10-12 17:54:21","129.194.147.59","","7","60 to 69","> 15 years","3","Yes",NA,"","10..fully","10..fully","7","to a minor extent","Yes","No","No","No","No","","quite centrally","no","no","only marginally","only marginally","only marginally","quite centrally","co-created (collaborative + participated in designing study and/or determining objectives)","","","consultative (provide information via interviews, online questionnaires, etc.)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","collaborative (contributory + interpreting data and/or drawing conclusions)","collaborative (contributory + interpreting data and/or drawing conclusions)","false","true","false","true","true","yes","no","no","no","yes","Yes","No","6","0..not at all","8","7","0..not at all","2","10..to a high degree","changing understanding","","changing awareness","changing attitude","","","changing behaviour","","2","N/A","N/A","N/A","","3","5","8","Not applicable","10..full extent","10..full extent","yes","yes","yes","","yes","yes","yes","no","no","yes","yes","yes","I don't know","I don't know","4","yes","","The exhibition ""Voie"" lactées"" showed in Geneva, Brussels and Lessines (Belgium) ""Voies lactées: l’Allaitement: Représentations et politiques» in 2018. ","",NA
"262",299,"2021-10-12 18:14:08",9,"en",1235577330,"zBbLu9UxtFqSaa4","2021-10-12 17:59:25","2021-10-12 18:14:08","193.247.16.205","","4","60 to 69","> 15 years","3","Yes",NA,"","10..fully","2","2","to a minor extent","No","No","No","No","No","local and regional history and identity","only marginally","no","no","no","only marginally","only marginally","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","false","true","false","true","true","yes","yes","no","no","yes","No","Yes","3","1","6","4","1","2","10..to a high degree","changing understanding","","changing understanding","changing understanding","","","changing understanding","","2","N/A","N/A","N/A","","2","1","1","0..not at all","3","8","yes","yes","yes","no","yes","yes","yes","no","","yes","yes","yes","8","9","I don't know","yes","","the ""Urkundenbuch"" is the place to look for reference dates for jubilees (first mention of villages, families, acquisition of rights etc.)","",NA
"263",301,"2021-10-13 14:09:08",9,"en",1293876261,"I14NPaBClTtAx4z","2021-10-13 13:39:40","2021-10-13 14:09:08","129.194.131.40","","6","50 to 59","> 15 years","6","Yes",NA,"8","9","9","9","to a minor extent","No","No","Yes","Yes","No","","no","quite centrally","no","quite centrally","no","no","quite centrally","","collaborative (contributory + interpreting data and/or drawing conclusions)","","collaborative (contributory + interpreting data and/or drawing conclusions)","","","consultative (provide information via interviews, online questionnaires, etc.)","true","false","true","false","true","yes","yes","no","no","yes","No","Yes","8","1","1","7","1","8","8","changing awareness","","","changing understanding","","changing behaviour","changing understanding","","8","No","No","Yes","","1","1","8","1","5","5","yes","no","yes","yes","no","no","no","no","no","no","no","no","8","8","8","yes","","My project relies on the active field of ""utilization of bacteriophages as therapeutic solution"". Our results showed that bacteriophages alter the expression of bacterial virulence factors. Our recommandations, relayed by the EMA and experts in the field suggested a deeper control of molecular events mediated by bacteriophages in order to avoid lysogeny and constrained bacterial lysis. ","",NA
"264",302,"2021-10-13 14:15:43",9,"en",1123129193,"tGTKC50oy2NjeZg","2021-10-13 14:02:23","2021-10-13 14:15:43","129.132.140.129","","7","50 to 59","> 15 years","3","Yes",NA,"","9","10..fully","8","to a minor extent","No","No","No","No","Yes","","only marginally","no","no","only marginally","no","only marginally","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","consultative (provide information via interviews, online questionnaires, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","","false","false","true","false","false","yes","yes","no","no","yes","No","No","7","3","1","1","1","1","7","changing understanding","changing awareness","","","","","changing understanding","","2","N/A","N/A","N/A","","2","2","10..full extent","1","1","10..full extent","yes","yes","yes","no","yes","no","yes","yes","no","no","no","yes","8","1","1","no","","","",NA
"265",303,"2021-10-14 10:41:48",9,"en",1319540722,"0To4zZlEB6xvMBt","2021-10-14 10:36:06","2021-10-14 10:41:48","128.178.170.69","","7","40 to 49","11-15 years","0..not at all","Yes",NA,"","8","8","7","to a minor extent","Yes","No","No","No","Yes","","only marginally","no","no","no","no","no","only marginally","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","consultative (provide information via interviews, online questionnaires, etc.)","false","false","true","true","false","yes","yes","no","no","no","No","No","","","","","","","","","","","","","","","","","N/A","N/A","N/A","","","","","","","","yes","no","yes","no","no","no","yes","yes","no","no","yes","yes","","","","no","","","",NA
"266",304,"2021-10-14 10:42:25",9,"en",1150984923,"KF8KKuyWHm8cnUl","2021-10-14 10:36:13","2021-10-14 10:42:25","130.92.113.192","","1","50 to 59","> 15 years","0..not at all","Yes",NA,"","3","2","0..not at all","no","No","No","No","No","No","","no","no","no","no","no","no","no","","","","","","","","","","","","","yes","yes","yes","yes","no","No","No","0..not at all","1","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","2","yes","no","yes","no","no","yes","yes","no","no","no","no","yes","","","","yes","","","",NA
"267",305,"2021-10-14 10:41:56",9,"en",247706155,"H4o7jSPHAxFHikG","2021-10-14 10:36:20","2021-10-14 10:41:56","2a02:1206:4594:49c0:5598:f814:cb63:42da","","7","50 to 59","> 15 years","2","Yes",NA,"","10..fully","10..fully","10..fully","to a large extent","No","Yes","No","No","No","","only marginally","no","no","only marginally","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","false","false","true","true","false","yes","yes","yes","yes","yes","No","No","10..to a high degree","10..to a high degree","0..not at all","0..not at all","0..not at all","10..to a high degree","10..to a high degree","changing understanding","changing behaviour","","","","changing behaviour","changing behaviour","","7","No","No","Yes","","10..full extent","0..not at all","0..not at all","0..not at all","10..full extent","10..full extent","yes","yes","yes","yes","yes","yes","no","yes","no","no","yes","no","10..very highly scalable","0..not scalable at all","0..not scalable at all","yes","","","",NA
"268",306,"2021-10-14 10:46:30",9,"en",109850550,"jlIvfbllzxMKmAn","2021-10-14 10:36:40","2021-10-14 10:46:30","129.194.139.75","","10..highly experienced","50 to 59","> 15 years","1","Yes",NA,"","10..fully","5","1","no","Yes","No","No","No","No","","quite centrally","no","no","no","no","only marginally","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","","yes","yes","no","no","no","No","No","3","0..not at all","0..not at all","4","0..not at all","0..not at all","10..to a high degree","changing attitude","","","changing attitude","","","changing understanding","","0..not at all","N/A","N/A","N/A","","3","0..not at all","7","0..not at all","4","7","yes","yes","yes","no","yes","yes","yes","no","no","no","no","no","Not applicable","Not applicable","Not applicable","yes","","","",NA
"269",307,"2021-10-14 10:44:26",9,"en",828549845,"jEXgL3ISQ0L6bBG","2021-10-14 10:36:58","2021-10-14 10:44:26","129.194.156.84","","7","50 to 59","> 15 years","1","Yes",NA,"","9","6","6","no","Yes","No","No","No","No","","no","no","no","no","quite centrally","no","only marginally","","","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","yes","no","no","no","no","No","No","0..not at all","0..not at all","3","4","0..not at all","0..not at all","4","","","changing awareness","changing awareness","","","changing understanding","","0..not at all","N/A","N/A","N/A","","1","3","7","1","7","3","yes","yes","yes","no","no","yes","yes","no","no","yes","yes","yes","Not applicable","Not applicable","Not applicable","yes","","","",NA
"270",309,"2021-10-14 10:45:13",9,"en",1971259084,"NMVoha539hPzIVE","2021-10-14 10:37:49","2021-10-14 10:45:13","89.206.64.35","","3","50 to 59","> 15 years","0..not at all","Yes",NA,"","10..fully","10..fully","0..not at all","no","No","No","No","No","No","","only marginally","no","no","no","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","","","","","","","yes","no","yes","no","no","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","7","","","","","","","other","Improvements of simulation tools in specific academic subfield.","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","yes","no","yes","no","no","no","no","no","no","no","no","no","","","","no","","","The survey applies only marginally to the project under consideration. The project was a disciplinary Sinergia project (within particle physics, collaboration between groups from theory and experiment, with minor participation from computer science), which dates back to the period when disciplinary collaborative projects were eligible for Sinergia funding.  ",NA
"271",311,"2021-10-14 10:48:58",9,"en",1677871987,"Wb3C7WHGD2Hzjj9","2021-10-14 10:39:58","2021-10-14 10:48:58","2a02:1205:502a:56c0:3895:ca73:2f2:46b8","","7","60 to 69","> 15 years","4","Yes",NA,"","2","2","7","no","No","No","No","No","No","curiosity in understanding the biology of the pathogen","no","no","no","no","no","only marginally","no","","","","","","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","","yes","yes","no","no","no","No","No","1","1","1","1","1","1","7","","","","","","","other","knowledge of fundamental biology","1","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","no","no","no","no","no","yes","no","no","no","no","no","","","","no","","","",NA
"272",312,"2021-10-14 10:49:39",9,"en",1820592987,"6AeC4ehlJIozAdX","2021-10-14 10:40:25","2021-10-14 10:49:39","80.219.192.23","","9","60 to 69","> 15 years","5","Yes",NA,"2","8","6","1","no","No","No","No","No","Yes","linguistics, humanities","only marginally","no","no","no","only marginally","only marginally","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","","yes","yes","yes","no","no","Yes","No","1","0..not at all","2","0..not at all","0..not at all","0..not at all","6","","","","","","","changing understanding","","Not applicable","N/A","N/A","N/A","","5","1","3","1","9","8","yes","yes","yes","no","yes","no","yes","yes","no","no","no","no","","","","no","","","",NA
"273",313,"2021-10-14 10:47:58",9,"en",935848349,"zuHuop0nQAWmKu4","2021-10-14 10:40:37","2021-10-14 10:47:58","109.203.63.65","","10..highly experienced","50 to 59","> 15 years","0..not at all","Yes",NA,"","10..fully","10..fully","10..fully","no","No","No","No","Yes","No","","only marginally","no","no","no","no","only marginally","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","","yes","yes","no","yes","no","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","","","","","","","","","Not applicable","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","7","yes","yes","yes","no","yes","no","yes","no","yes","no","no","yes","","","","no","","","",NA
"274",314,"2021-10-14 10:54:00",9,"en",235922726,"DTjLlPYXadr5IaJ","2021-10-14 10:41:18","2021-10-14 10:54:00","188.155.163.147","","1","40 to 49","> 15 years","0..not at all","Yes",NA,"","8","8","2","to a minor extent","No","No","Yes","No","Yes","","only marginally","only marginally","no","no","no","only marginally","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","","","consultative (provide information via interviews, online questionnaires, etc.)","","false","false","true","false","false","yes","yes","no","yes","no","No","No","2","3","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","changing awareness","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","1","1","0..not at all","0..not at all","0..not at all","10..full extent","yes","no","yes","no","yes","no","yes","no","no","yes","no","no","","","","yes","","","",NA
"275",315,"2021-10-14 10:48:30",9,"en",1563144520,"246NyOLaQwjLMen","2021-10-14 10:41:25","2021-10-14 10:48:30","130.92.22.43","","6","40 to 49","> 15 years","0..not at all","Yes",NA,"","10..fully","7","5","no","No","No","No","Yes","No","","only marginally","only marginally","","","","","","collaborative (contributory + interpreting data and/or drawing conclusions)","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","","","","","","yes","yes","yes","yes","yes","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","5","","","","","","","changing understanding","","5","No","No","Yes","","Not applicable","Not applicable","Not applicable","Not applicable","5","10..full extent","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","no","yes","","","","yes","","","",NA
"276",316,"2021-10-14 10:58:18",9,"en",1297962223,"v6Vfo8CTsXiU7Qb","2021-10-14 10:45:21","2021-10-14 10:58:18","83.78.215.120","","5","70 or older","> 15 years","5","Yes",NA,"1","10..fully","6","1","to a minor extent","No","No","No","Yes","No","","quite centrally","no","no","no","no","no","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","","false","false","true","false","false","yes","yes","yes","yes","no","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","","","","","","","","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","yes","no","yes","","yes","no","yes","no","yes","no","no","no","","","","yes","","","",NA
"277",317,"2021-10-14 11:13:04",9,"en",1055484606,"lcmJZLlAHCz8Ekw","2021-10-14 10:46:37","2021-10-14 11:13:04","195.176.44.140","","6","50 to 59","> 15 years","1","Yes",NA,"","2","2","0..not at all","no","No","No","No","No","Yes","","no","no","no","no","no","no","no","","","","","","","","","","","","","yes","no","no","no","no","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","","","","","","","","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","yes","no","yes","no","no","no","yes","no","no","no","no","no","","","","no","","","My project is not related to social sciences. 
",NA
"278",318,"2021-10-14 10:56:12",8,"en",736531193,"uaZYQUbolH8CZU3","2021-10-14 10:47:48","2021-10-14 11:30:03","80.109.237.190","","10..highly experienced","40 to 49","> 15 years","8","Yes",NA,"9","10..fully","10..fully","10..fully","to a large extent","Yes","No","No","Yes","No","a design problem","only marginally","no","only marginally","no","quite centrally","no","quite centrally","consultative (provide information via interviews, online questionnaires, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","","co-created (collaborative + participated in designing study and/or determining objectives)","","co-created (collaborative + participated in designing study and/or determining objectives)","true","true","true","true","true","yes","no","no","no","yes","Yes","Yes","9","9","10..to a high degree","10..to a high degree","9","8","9","changing attitude","changing behaviour","changing behaviour","changing behaviour","changing behaviour","changing behaviour","changing awareness","","0..not at all","N/A","N/A","N/A","","9","9","10..full extent","10..full extent","10..full extent","10..full extent","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","10..very highly scalable","10..very highly scalable","10..very highly scalable","yes","It would be helpful to be supported also in the process of making contact/networking/etc. with governance/policy makers etc.","We came up with evidence-based ideas how to improve the design of living environments of senior citizens.","Although practitioners are very open towards our results, it lacks ressources to implement our results at a institutional level (e.g. standards etc.).",NA
"279",319,"2021-10-14 10:53:19",9,"en",2141948218,"cPC2Sa61s212E0j","2021-10-14 10:48:03","2021-10-14 10:53:19","2a02:1205:c68f:81d0:31eb:9c13:faab:92ca","","8","50 to 59","6-10 years","4","Yes",NA,"","3","3","3","no","No","No","No","No","Yes","","only marginally","no","no","no","no","no","no","co-created (collaborative + participated in designing study and/or determining objectives)","","","","","","","","","","","","yes","yes","yes","no","no","No","No","2","8","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","changing understanding","","","","","changing understanding","","1","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","9","yes","no","yes","no","no","no","no","no","no","no","no","no","9","1","1","yes","","","",NA
"280",321,"2021-10-14 10:59:20",9,"en",350355514,"PMJXdlqnqvHHn34","2021-10-14 10:52:31","2021-10-14 10:59:20","178.197.221.48","","0..not experienced at all","60 to 69","> 15 years","0..not at all","Yes",NA,"","10..fully","10..fully","3","no","No","No","No","No","No","Understanding basic mechanisms to govern organ development ","no","no","no","no","no","no","no","","","","","","","","","","","","","yes","yes","yes","no","yes","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","10..full extent","yes","no","yes","no","no","no","yes","no","yes","no","no","yes","","","","yes","","","",NA
"281",322,"2021-10-14 10:59:20",9,"en",1642560232,"68yFzjmbcYz3wfX","2021-10-14 10:53:43","2021-10-14 10:59:20","153.109.180.171","","6","60 to 69","> 15 years","0..not at all","Yes",NA,"","0..not at all","0..not at all","0..not at all","no","No","No","No","No","Yes","","no","no","no","no","no","no","no","","","","","","","","","","","","","yes","yes","yes","yes","yes","Yes","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","8","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","5","0..not at all","0..not at all","0..not at all","0..not at all","yes","yes","yes","no","no","no","yes","yes","","","","","","","","no","","","",NA
"282",323,"2021-10-14 11:04:02",9,"en",1991349408,"EccOiMu3YyfFare","2021-10-14 10:54:51","2021-10-14 11:04:02","51.154.191.200","","10..highly experienced","50 to 59","> 15 years","6","Yes",NA,"2","10..fully","5","3","to a minor extent","Yes","No","No","No","No","","only marginally","no","only marginally","no","only marginally","no","only marginally","consultative (provide information via interviews, online questionnaires, etc.)","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","true","true","true","false","true","yes","yes","yes","no","no","Yes","No","0..not at all","0..not at all","8","0..not at all","2","2","7","","","changing understanding","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","1","9","0..not at all","3","9","no","no","yes","no","no","no","yes","no","yes","no","no","no","7","7","I don't know","yes","","","The project looked at the impact of anti-immigrant messaging on migrants. Unfortunately, the postdoc in charge left academia and a pile of papers that were in various states of completion and still require a lot of work before publication.",NA
"283",324,"2021-10-14 11:13:42",9,"en",1619286698,"sA8gbkKIJ0SJRi9","2021-10-14 10:55:09","2021-10-14 11:13:42","129.194.183.153","","4","60 to 69","> 15 years","0..not at all","Yes",NA,"","0..not at all","0..not at all","0..not at all","to a minor extent","No","No","No","Yes","No","","no","no","no","no","no","no","no","","","","","","","","false","false","false","false","true","yes","yes","yes","no","yes","No","No","5","5","0..not at all","0..not at all","0..not at all","0..not at all","7","changing understanding","changing attitude","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","7","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","I don't know","I don't know","I don't know","yes","","The teaching I give to students in Medicine and Biology is nourished by the fundamental research I do and in fact, the opposite is also true in an enriching dialectic. And both are part of my involvement in transmitting this to a wider public","Even though I seem to be very sensitive to this aspect of trans-disciplinarity, the practice I have of it is very clearly insufficient, much of my responsibility but also the perception I have of the external offer (possibilities) is very weak. So I remain with this paradox.",NA
"284",325,"2021-10-14 11:48:23",9,"en",1531288284,"tR4V1qEyFH0O0DN","2021-10-14 10:56:29","2021-10-14 11:48:23","130.223.250.176","","","","","0..not at all","Yes",NA,"","10..fully","","5","to a minor extent","No","No","Yes","No","No","","only marginally","no","no","only marginally","","only marginally","no","consultative (provide information via interviews, online questionnaires, etc.)","","","consultative (provide information via interviews, online questionnaires, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","","false","false","true","false","true","yes","yes","no","yes","yes","No","Yes","5","","","","","5","8","changing understanding","","","","","changing awareness","changing understanding","","3","No","No","No","","5","","0..not at all","0..not at all","8","8","yes","yes","yes","no","yes","no","yes","no","yes","no","","yes","8","8","2","yes","","","",NA
"285",328,"2021-10-14 11:40:38",9,"en",451935834,"qKxg3pCwIxaY369","2021-10-14 11:15:15","2021-10-14 11:40:38","2001:620:610:e04::277","","10..highly experienced","60 to 69","> 15 years","10..fully","Yes",NA,"9","8","10..fully","10..fully","to a large extent","No","No","No","Yes","No","","quite centrally","no","no","no","quite centrally","only marginally","quite centrally","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","co-created (collaborative + participated in designing study and/or determining objectives)","true","true","true","true","true","yes","no","no","yes","yes","Yes","Yes","10..to a high degree","0..not at all","0..not at all","9","10..to a high degree","9","6","changing understanding","","","changing awareness","changing behaviour","changing awareness","changing understanding","","0..not at all","N/A","N/A","N/A","","10..full extent","10..full extent","7","5","3","10..full extent","yes","yes","yes","yes","yes","yes","yes","no","no","no","yes","yes","10..very highly scalable","10..very highly scalable","10..very highly scalable","yes","","Patients affected by Attention-Deficit/Hyperactivity Disorder (ADHD) are characterized by impaired executive functioning and/or attention deficits. We studied young adults affected by ADHD, a population that is often left away from the studies (that are mainly focused on children and adolescents). However, adults affected by ADHD might represent up to 5-8% of the population.  We show that a cognitive task called ""Dual n-back task"" has a reliable effect. The Dual n-back task in the adaptive mode offers as a promising candidate for a cognitive remediation of adult ADHD patients without pharmaceutical medication. 

https://pubmed.ncbi.nlm.nih.gov/33050115/","",NA
"286",329,"2021-10-14 11:40:58",9,"en",1760392549,"yeQztfY0dGEkWOv","2021-10-14 11:15:30","2021-10-14 11:40:58","131.152.54.41","","10..highly experienced","60 to 69","> 15 years","0..not at all","Yes",NA,"","10..fully","8","3","","No","No","No","No","No","a social phenomenon not a problem ","quite centrally","no","no","no","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","","","","","","","yes","no","yes","no","no","No","No","0..not at all","6","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","changing awareness","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","8","4","0..not at all","0..not at all","no","","","","","","","","","","","","5","I don't know","4","no","","","Most of the questions did not really fit to our collaborative project between Computer Science and Psychology!
",NA
"287",331,"2021-10-14 11:30:22",9,"en",1594005250,"bz5AJxn8zUvQLcM","2021-10-14 11:21:16","2021-10-14 11:30:22","157.136.195.31","","3","50 to 59","> 15 years","3","Yes",NA,"","10..fully","5","2","no","No","No","Yes","No","No","","only marginally","no","no","no","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","","","","","","","yes","yes","no","no","yes","No","Yes","2","0..not at all","0..not at all","0..not at all","0..not at all","3","8","","","","","","changing understanding","changing understanding","","Not applicable","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","8","yes","","yes","","yes","","yes","","yes","","","","","","","no","","","",NA
